-2214.272, 725.1755, 123.4401, 0x66884588 (door) (amv_zone_0.ymt), ff9d00
2560.88, -1403.998, 47.64346, amv_wrh_02 (amv_zone_30.ymt), ff9d00
2505.387, -1450.36, 54.35409, amv_std_carriagehouse_int (amv_zone_30.ymt), ff9d00
2616.829, -1373.604, 56.94025, amv_new_com_04 (amv_zone_30.ymt), ff9d00
2589.734, -1399.142, 50.18736, amv_wrh_03 (amv_zone_30.ymt), ff9d00
2610.234, -1399.892, 50.18736, amv_wrh_03 (amv_zone_30.ymt), ff9d00
2600.134, -1419.742, 52.68736, amv_wrh_03 (amv_zone_30.ymt), ff9d00
2599.634, -1376.992, 52.68736, amv_wrh_03 (amv_zone_30.ymt), ff9d00
2595.945, -1368.809, 49.47466, amv_wrh_02 (amv_zone_30.ymt), ff9d00
2614.461, -1402.186, 53.9342, amv_wrh_03 (amv_zone_30.ymt), ff9d00
2610.026, -1406.316, 47.4342, amv_wrh_03 (amv_zone_30.ymt), ff9d00
2609.626, -1392.066, 47.4342, amv_wrh_03 (amv_zone_30.ymt), ff9d00
2610.026, -1385.116, 48.4342, amv_wrh_03 (amv_zone_30.ymt), ff9d00
2603.342, -1449.104, 53.80798, amv_wrh_01 (amv_zone_30.ymt), ff9d00
2612.592, -1431.854, 53.80798, amv_wrh_01 (amv_zone_30.ymt), ff9d00
2589.776, -1451.744, 47.50798, amv_wrh_01 (amv_zone_30.ymt), ff9d00
2535.975, -1417.456, 50.20802, amv_wrh_03 (amv_zone_30.ymt), ff9d00
2505.825, -1417.456, 50.20802, amv_wrh_03 (amv_zone_30.ymt), ff9d00
2520.324, -1428.456, 49.688, amv_wrh_03 (amv_zone_30.ymt), ff9d00
2520.325, -1406.406, 50.688, amv_wrh_03 (amv_zone_30.ymt), ff9d00
2507.824, -1434.256, 49.70527, amv_wrh_03 (amv_zone_30.ymt), ff9d00
2507.824, -1466.656, 49.70527, amv_wrh_03 (amv_zone_30.ymt), ff9d00
2526.576, -1466.656, 51.17939, amv_wrh_03 (amv_zone_30.ymt), ff9d00
2537.677, -1450.156, 51.20205, amv_wrh_03 (amv_zone_30.ymt), ff9d00
2537.176, -1457.183, 69.19238, amv_wrh_03 (amv_zone_30.ymt), ff9d00
2526.576, -1432.156, 51.17939, amv_wrh_03 (amv_zone_30.ymt), ff9d00
2506.825, -1389.108, 51.34707, amv_wrh_03 (amv_zone_30.ymt), ff9d00
2513.312, -1376.882, 53.32767, amv_wrh_03 (amv_zone_30.ymt), ff9d00
2512.811, -1401.282, 52.82836, amv_wrh_03 (amv_zone_30.ymt), ff9d00
2531.811, -1398.032, 52.80213, amv_wrh_03 (amv_zone_30.ymt), ff9d00
2533.074, -1400.76, 47.04917, amv_wrh_03 (amv_zone_30.ymt), ff9d00
2544.961, -1392.082, 52.83968, amv_wrh_03 (amv_zone_30.ymt), ff9d00
2531.811, -1384.532, 52.80213, amv_wrh_03 (amv_zone_30.ymt), ff9d00
2520.811, -1380.033, 53.30834, amv_wrh_03 (amv_zone_30.ymt), ff9d00
2533.249, -1373.46, 46.99893, amv_wrh_03 (amv_zone_30.ymt), ff9d00
2521.899, -1376.16, 47.09544, amv_wrh_03 (amv_zone_30.ymt), ff9d00
2542.649, -1378.961, 47.29158, amv_wrh_03 (amv_zone_30.ymt), ff9d00
2615.955, -1366.341, 46.44025, amv_new_com_04 (amv_zone_30.ymt), ff9d00
2611.711, -1368.596, 46.60027, amv_new_com_04 (amv_zone_30.ymt), ff9d00
2520.811, -1383.533, 53.3035, amv_wrh_03 (amv_zone_30.ymt), ff9d00
2501.227, -1465.064, 47.3879, 0x66884588 (door) (amv_zone_30.ymt), ff9d00
2503.428, -1435.318, 47.3879, 0x66884588 (door) (amv_zone_30.ymt), ff9d00
2503.428, -1465.064, 47.3879, 0x66884588 (door) (amv_zone_30.ymt), ff9d00
2501.227, -1435.318, 47.3879, 0x66884588 (door) (amv_zone_30.ymt), ff9d00
2499.337, -1451.34, 47.3879, 0x66884588 (door) (amv_zone_30.ymt), ff9d00
2497.824, -1450.256, 49.68317, amv_wrh_03 (amv_zone_30.ymt), ff9d00
2498.082, -1388.91, 46.84734, amv_wrh_03 (amv_zone_30.ymt), ff9d00
2501.073, -1400.11, 46.8432, amv_wrh_03 (amv_zone_30.ymt), ff9d00
2502.052, -1377.882, 46.8432, amv_wrh_03 (amv_zone_30.ymt), ff9d00
2413.47, -1468.676, 47.85551, amv_std_pie_train (amv_zone_30.ymt), ff9d00
2406.769, -1417.828, 50.35551, amv_std_pie_train (amv_zone_30.ymt), ff9d00
2397.633, -1410.617, 47.10551, amv_std_pie_train (amv_zone_30.ymt), ff9d00
2425.449, -1435.479, 47.35551, amv_std_pie_train (amv_zone_30.ymt), ff9d00
2443.532, -1449.162, 47.35551, amv_std_pie_train (amv_zone_30.ymt), ff9d00
2451.981, -1454.308, 47.35551, amv_std_pie_train (amv_zone_30.ymt), ff9d00
2461.693, -1458.962, 47.35551, amv_std_pie_train (amv_zone_30.ymt), ff9d00
2471.568, -1462.457, 47.35551, amv_std_pie_train (amv_zone_30.ymt), ff9d00
2481.81, -1464.477, 47.35551, amv_std_pie_train (amv_zone_30.ymt), ff9d00
2485.833, -1439.494, 47.35551, amv_wrh_03 (amv_zone_30.ymt), ff9d00
2486.846, -1396.696, 47.35551, amv_wrh_03 (amv_zone_30.ymt), ff9d00
2490.198, -1371.522, 47.35551, amv_wrh_03 (amv_zone_30.ymt), ff9d00
2499.337, -1449.139, 47.38815, 0x66884588 (door) (amv_zone_30.ymt), ff9d00
2670.587, -1543.012, 40.8778, amv_std_pie_02 (amv_zone_31.ymt), ff9d00
2692.74, -1520.79, 46.1278, amv_std_pie_02 (amv_zone_31.ymt), ff9d00
2718.698, -1511.177, 42.1278, amv_std_pie_02 (amv_zone_31.ymt), ff9d00
2652.107, -1556.711, 49.1278, amv_std_pie_02 (amv_zone_31.ymt), ff9d00
2637.732, -1505.586, 47.3778, amv_std_pie_02 (amv_zone_31.ymt), ff9d00
2672.405, -1572.384, 50.0028, amv_std_pie_02 (amv_zone_31.ymt), ff9d00
2632.732, -1493.836, 47.6278, amv_std_pie_02 (amv_zone_31.ymt), ff9d00
2670.93, -1559.049, 47.76279, amv_std_pie_02 (amv_zone_31.ymt), ff9d00
2670.905, -1559.009, 55.5028, amv_std_pie_02 (amv_zone_31.ymt), ff9d00
2645.107, -1500.336, 47.8778, amv_std_pie_02 (amv_zone_31.ymt), ff9d00
2709.486, -1502.11, 41.3778, amv_std_pie_02 (amv_zone_31.ymt), ff9d00
2617.558, -1533.711, 46.8778, amv_std_pie_02 (amv_zone_31.ymt), ff9d00
2705.361, -1519.735, 40.3778, amv_std_pie_02 (amv_zone_31.ymt), ff9d00
2621.71, -1497.144, 53.3778, amv_std_pie_02 (amv_zone_31.ymt), ff9d00
2645.982, -1507.711, 42.3778, amv_std_pie_02 (amv_zone_31.ymt), ff9d00
2697.236, -1498.61, 43.1278, amv_std_pie_02 (amv_zone_31.ymt), ff9d00
2645.107, -1499.336, 48.0028, amv_std_pie_02 (amv_zone_31.ymt), ff9d00
2631.982, -1486.836, 47.3778, amv_std_pie_02 (amv_zone_31.ymt), ff9d00
2669.715, -1487.367, 47.3778, amv_std_pie_02 (amv_zone_31.ymt), ff9d00
2632.008, -1375.553, 57.44025, amv_new_com_04 (amv_zone_32.ymt), ff9d00
2633.088, -1387.537, 51.19025, amv_new_com_04 (amv_zone_32.ymt), ff9d00
2641.173, -1388.421, 49.81525, amv_new_com_04 (amv_zone_32.ymt), ff9d00
2647.349, -1387.808, 52.44025, amv_new_com_04 (amv_zone_32.ymt), ff9d00
2629.186, -1394.686, 53.9342, amv_wrh_03 (amv_zone_32.ymt), ff9d00
2621.836, -1387.686, 53.9342, amv_wrh_03 (amv_zone_32.ymt), ff9d00
2628.586, -1410.686, 59.9342, amv_wrh_03 (amv_zone_32.ymt), ff9d00
2621.836, -1417.985, 53.9342, amv_wrh_03 (amv_zone_32.ymt), ff9d00
2632.336, -1417.485, 51.9342, amv_wrh_03 (amv_zone_32.ymt), ff9d00
2632.586, -1401.635, 51.9342, amv_wrh_03 (amv_zone_32.ymt), ff9d00
2635.736, -1410.235, 50.9342, amv_wrh_03 (amv_zone_32.ymt), ff9d00
2641.308, -1415.602, 47.4342, amv_wrh_03 (amv_zone_32.ymt), ff9d00
2648.37, -1413.73, 47.4342, amv_wrh_03 (amv_zone_32.ymt), ff9d00
2648.038, -1408.113, 47.3092, amv_wrh_03 (amv_zone_32.ymt), ff9d00
2641.026, -1403.566, 47.4342, amv_wrh_03 (amv_zone_32.ymt), ff9d00
2648.888, -1398.684, 54.94025, amv_new_com_04 (amv_zone_32.ymt), ff9d00
2650.899, -1409.416, 54.94025, amv_new_com_04 (amv_zone_32.ymt), ff9d00
2663.676, -1409.526, 56.94025, amv_new_com_04 (amv_zone_32.ymt), ff9d00
2674.355, -1398.121, 59.94025, amv_new_com_04 (amv_zone_32.ymt), ff9d00
2669.198, -1386.074, 56.94025, amv_new_com_04 (amv_zone_32.ymt), ff9d00
2694.966, -1379.935, 53.43523, amv_std_com_05 (amv_zone_32.ymt), ff9d00
2722.661, -1381.327, 53.43523, amv_std_com_05 (amv_zone_32.ymt), ff9d00
2704.876, -1388.82, 53.43523, amv_std_com_05 (amv_zone_32.ymt), ff9d00
2694.59, -1449.884, 50.52679, amv_std_com_06 (amv_zone_32.ymt), ff9d00
2622.342, -1466.104, 53.80798, amv_wrh_01 (amv_zone_32.ymt), ff9d00
2623.792, -1442.634, 48.30798, amv_wrh_01 (amv_zone_32.ymt), ff9d00
2629.093, -1454.879, 53.05798, amv_wrh_01 (amv_zone_32.ymt), ff9d00
2623.849, -1442.767, 68.8665, amv_wrh_01 (amv_zone_32.ymt), ff9d00
2643.893, -1442.979, 51.95798, amv_wrh_01 (amv_zone_32.ymt), ff9d00
2643.593, -1468.929, 51.95798, amv_wrh_01 (amv_zone_32.ymt), ff9d00
2652.742, -1455.604, 53.80798, amv_wrh_01 (amv_zone_32.ymt), ff9d00
2635.172, -1453.104, 52.18298, amv_wrh_01 (amv_zone_32.ymt), ff9d00
2632.093, -1469.579, 56.05798, amv_wrh_01 (amv_zone_32.ymt), ff9d00
2625.093, -1430.054, 47.50798, amv_wrh_01 (amv_zone_32.ymt), ff9d00
2637.593, -1430.054, 47.50798, amv_wrh_01 (amv_zone_32.ymt), ff9d00
2646.193, -1434.862, 51.00798, amv_wrh_01 (amv_zone_32.ymt), ff9d00
2650.808, -1440.448, 47.50798, amv_wrh_01 (amv_zone_32.ymt), ff9d00
2627.793, -1465.329, 56.05798, amv_wrh_01 (amv_zone_32.ymt), ff9d00
2632.093, -1461.079, 56.05798, amv_wrh_01 (amv_zone_32.ymt), ff9d00
2533.691, -1275.774, 50.04247, 0x66884588 (door) (amv_zone_33.ymt), ff9d00
2536.326, -1273.668, 50.04247, 0x66884588 (door) (amv_zone_33.ymt), ff9d00
2532.815, -1312.94, 50.1035, 0x66884588 (door) (amv_zone_33.ymt), ff9d00
2544.714, -1284.469, 49.31628, amv_doors (amv_zone_33.ymt), ff9d00
2533.225, -1276.768, 50.04404, 0x66884588 (door) (amv_zone_33.ymt), ff9d00
2535.334, -1274.13, 50.04404, 0x66884588 (door) (amv_zone_33.ymt), ff9d00
2545.896, -1289.707, 53.56663, amv_std_vaudeville_int (amv_zone_33.ymt), ff9d00
2547, -1289.707, 53.56663, amv_std_vaudeville_int (amv_zone_33.ymt), ff9d00
2510.935, -1305.844, 49.37291, amv_doors (amv_zone_33.ymt), ff9d00
2510.909, -1310.917, 49.36832, amv_doors (amv_zone_33.ymt), ff9d00
2532.814, -1314.037, 50.09955, 0x66884588 (door) (amv_zone_33.ymt), ff9d00
2510.909, -1311.783, 49.36832, amv_doors (amv_zone_33.ymt), ff9d00
2510.935, -1306.709, 49.37291, amv_doors (amv_zone_33.ymt), ff9d00
2528.576, -1298.74, 58.58215, amv_new_com_02 (amv_zone_33.ymt), ff9d00
2549.476, -1270.09, 60.082, amv_new_com_02 (amv_zone_33.ymt), ff9d00
2548.601, -1316.24, 58.582, amv_new_com_02 (amv_zone_33.ymt), ff9d00
2513.556, -1308.828, 51.15775, amv_new_police (amv_zone_33.ymt), ff9d00
2538.395, -1283.492, 50.182, amv_std_vaudeville_int (amv_zone_33.ymt), ff9d00
2548.173, -1284.354, 49.949, amv_std_vaudeville_int (amv_zone_33.ymt), ff9d00
2536.453, -1286.65, 51.882, amv_std_vaudeville_int (amv_zone_33.ymt), ff9d00
2547.253, -1286.418, 56.432, amv_std_vaudeville_int (amv_zone_33.ymt), ff9d00
2540.155, -1287.739, 50.182, amv_std_vaudeville_int (amv_zone_33.ymt), ff9d00
2547.654, -1287.703, 50.082, amv_std_vaudeville_int (amv_zone_33.ymt), ff9d00
2543.007, -1278.815, 50.182, amv_std_vaudeville_int (amv_zone_33.ymt), ff9d00
2555.953, -1289.88, 58.482, amv_std_vaudeville_int (amv_zone_33.ymt), ff9d00
2546.525, -1302.045, 54.082, amv_std_vaudeville_int (amv_zone_33.ymt), ff9d00
2533.165, -1283.737, 49.557, amv_std_vaudeville_int (amv_zone_33.ymt), ff9d00
2537.913, -1278.037, 56.082, amv_std_vaudeville_int (amv_zone_33.ymt), ff9d00
2535.201, -1298.211, 51.982, amv_std_vaudeville_int (amv_zone_33.ymt), ff9d00
2542.646, -1282.954, 49.552, amv_std_vaudeville_int (amv_zone_33.ymt), ff9d00
2545.514, -1280.19, 52.332, amv_std_vaudeville_int (amv_zone_33.ymt), ff9d00
2536.474, -1298.65, 59.282, amv_std_vaudeville_int (amv_zone_33.ymt), ff9d00
2533.474, -1276.267, 50.09623, amv_std_vaudeville_int (amv_zone_33.ymt), ff9d00
2543.509, -1283.76, 49.55051, amv_std_vaudeville_int (amv_zone_33.ymt), ff9d00
2542.503, -1285.124, 49.55811, amv_std_vaudeville_int (amv_zone_33.ymt), ff9d00
2534.62, -1284.449, 49.55426, amv_std_vaudeville_int (amv_zone_33.ymt), ff9d00
2533.238, -1282.444, 49.55427, amv_std_vaudeville_int (amv_zone_33.ymt), ff9d00
2534.607, -1283.001, 49.614, amv_std_vaudeville_int (amv_zone_33.ymt), ff9d00
2546.473, -1283.314, 53.64014, amv_std_vaudeville_int (amv_zone_33.ymt), ff9d00
2538.129, -1283.218, 57.40845, amv_std_vaudeville_int (amv_zone_33.ymt), ff9d00
2539.863, -1284.685, 54.33526, amv_std_vaudeville_int (amv_zone_33.ymt), ff9d00
2543.211, -1278.772, 53.89978, amv_std_vaudeville_int (amv_zone_33.ymt), ff9d00
2546.415, -1289.673, 49.56471, amv_std_vaudeville_int (amv_zone_33.ymt), ff9d00
2535.815, -1273.854, 50.077, amv_std_vaudeville_int (amv_zone_33.ymt), ff9d00
2535.398, -1289.959, 51.78751, amv_std_vaudeville_int (amv_zone_33.ymt), ff9d00
2504.923, -1297.095, 57.5389, amv_std_com_01 (amv_zone_33.ymt), ff9d00
2517.423, -1308.97, 58.6639, amv_std_com_01 (amv_zone_33.ymt), ff9d00
2517.923, -1284.345, 55.1639, amv_std_com_01 (amv_zone_33.ymt), ff9d00
2509.673, -1271.47, 55.1639, amv_std_com_01 (amv_zone_33.ymt), ff9d00
2517.363, -1272.089, 55.1639, amv_std_com_01 (amv_zone_33.ymt), ff9d00
2534.594, -1310.987, 50.20314, amv_std_vaudeville_int (amv_zone_33.ymt), ff9d00
2513.923, -1296.145, 50.1639, amv_std_com_01 (amv_zone_33.ymt), ff9d00
2513.923, -1296.145, 60.6639, amv_std_com_01 (amv_zone_33.ymt), ff9d00
2533.619, -1273.868, 50.08215, amv_new_com_02 (amv_zone_33.ymt), ff9d00
2543.031, -1289.628, 50.12867, amv_std_vaudeville_int (amv_zone_33.ymt), ff9d00
2549.855, -1289.628, 50.12867, amv_std_vaudeville_int (amv_zone_33.ymt), ff9d00
2544.649, -1284.181, 49.33051, amv_std_vaudeville_int (amv_zone_33.ymt), ff9d00
2516.144, -1309.376, 49.28757, amv_doors (amv_zone_33.ymt), ff9d00
2516.145, -1308.277, 49.28757, amv_doors (amv_zone_33.ymt), ff9d00
2544.714, -1283.916, 49.31628, amv_doors (amv_zone_33.ymt), ff9d00
2595.858, -1320.551, 57.58215, amv_new_com_02 (amv_zone_34.ymt), ff9d00
2560.875, -1349.268, 61.2876, amv_wrh_02 (amv_zone_34.ymt), ff9d00
2605.286, -1339.234, 64.69025, amv_new_com_04 (amv_zone_34.ymt), ff9d00
2597.69, -1360.13, 62.69025, amv_new_com_04 (amv_zone_34.ymt), ff9d00
2565.476, -1292.74, 60.08215, amv_new_com_02 (amv_zone_35.ymt), ff9d00
2579.252, -1308.019, 57.58215, amv_new_com_02 (amv_zone_35.ymt), ff9d00
2598.6, -1298.996, 59.70715, amv_new_com_02 (amv_zone_35.ymt), ff9d00
2580.383, -1287.356, 57.58215, amv_new_com_02 (amv_zone_35.ymt), ff9d00
2607.413, -1271.577, 54.08215, amv_new_com_02 (amv_zone_35.ymt), ff9d00
2552.317, -1173.668, 54.06252, 0x66884588 (door) (amv_zone_36.ymt), ff9d00
2546.829, -1163.546, 54.06252, 0x66884588 (door) (amv_zone_36.ymt), ff9d00
2552.591, -1168.192, 54.85262, amv_new_tailor (amv_zone_36.ymt), ff9d00
2596.117, -1164.344, 61.63682, 0xD7142F5F (amv_zone_36.ymt), ff9d00
2532.317, -1202.344, 55.13683, 0xD7142F5F (amv_zone_36.ymt), ff9d00
2543.367, -1240.094, 61.63682, 0xD7142F5F (amv_zone_36.ymt), ff9d00
2543.742, -1164.344, 61.63682, 0xD7142F5F (amv_zone_36.ymt), ff9d00
2515.942, -1202.344, 55.13683, 0xD7142F5F (amv_zone_36.ymt), ff9d00
2569.867, -1227.719, 62.637, 0xD7142F5F (amv_zone_36.ymt), ff9d00
2515.542, -1246.005, 52.63683, 0xD7142F5F (amv_zone_36.ymt), ff9d00
2524.192, -1226.844, 64.13683, 0xD7142F5F (amv_zone_36.ymt), ff9d00
2536.192, -1161.594, 57.63683, 0xD7142F5F (amv_zone_36.ymt), ff9d00
2536.317, -1202.344, 64.13683, 0xD7142F5F (amv_zone_36.ymt), ff9d00
2524.192, -1169.094, 55.63683, 0xD7142F5F (amv_zone_36.ymt), ff9d00
2512.067, -1202.344, 64.13683, 0xD7142F5F (amv_zone_36.ymt), ff9d00
2570.771, -1202.064, 57.13683, 0xD7142F5F (amv_zone_36.ymt), ff9d00
2569.867, -1176.844, 62.63682, 0xD7142F5F (amv_zone_36.ymt), ff9d00
2524.192, -1178.094, 64.13683, 0xD7142F5F (amv_zone_36.ymt), ff9d00
2596.117, -1240.094, 61.63682, 0xD7142F5F (amv_zone_36.ymt), ff9d00
2526.542, -1246.005, 58.13683, 0xD7142F5F (amv_zone_36.ymt), ff9d00
2569.867, -1252.469, 62.63682, 0xD7142F5F (amv_zone_36.ymt), ff9d00
2519.942, -1202.344, 55.13683, 0xD7142F5F (amv_zone_36.ymt), ff9d00
2550.308, -1158.741, 55.01348, amv_new_tailor (amv_zone_36.ymt), ff9d00
2556.154, -1160.52, 54.92284, amv_new_tailor (amv_zone_36.ymt), ff9d00
2556.151, -1156.903, 55.06607, amv_new_tailor (amv_zone_36.ymt), ff9d00
2550.215, -1162.402, 54.35171, amv_new_tailor (amv_zone_36.ymt), ff9d00
2511.942, -1162.844, 57.63683, 0xD7142F5F (amv_zone_36.ymt), ff9d00
2627.591, -1332.756, 65.19025, amv_new_com_04 (amv_zone_37.ymt), ff9d00
2613.224, -1363.085, 62.69025, amv_new_com_04 (amv_zone_37.ymt), ff9d00
2649.433, -1358.437, 58.44025, amv_new_com_04 (amv_zone_37.ymt), ff9d00
2662.596, -1339.217, 59.43523, amv_std_com_05 (amv_zone_37.ymt), ff9d00
2652.682, -1327.791, 57.43523, amv_std_com_05 (amv_zone_37.ymt), ff9d00
2646.481, -1316.908, 52.69569, amv_std_com_03 (amv_zone_37.ymt), ff9d00
2648.476, -1300.266, 52.5757, amv_doors (amv_zone_38.ymt), ff9d00
2638.027, -1298.533, 52.98616, 0x66884588 (door) (amv_zone_38.ymt), ff9d00
2641.66, -1285.648, 52.98616, 0x66884588 (door) (amv_zone_38.ymt), ff9d00
2642.386, -1288.475, 53.94414, amv_std_bank (amv_zone_38.ymt), ff9d00
2651.798, -1292.677, 53.92091, amv_std_bank (amv_zone_38.ymt), ff9d00
2637.713, -1291.741, 54.05027, amv_std_bank (amv_zone_38.ymt), ff9d00
2649.602, -1303.991, 53.27092, amv_std_bank (amv_zone_38.ymt), ff9d00
2645.71, -1295.713, 54.05027, amv_std_bank (amv_zone_38.ymt), ff9d00
2645.32, -1305.139, 53.18938, amv_std_bank (amv_zone_38.ymt), ff9d00
2642.37, -1303.945, 53.18938, amv_std_bank (amv_zone_38.ymt), ff9d00
2639.66, -1298.353, 54.02091, amv_std_bank (amv_zone_38.ymt), ff9d00
2643.052, -1302.535, 53.18938, amv_std_bank (amv_zone_38.ymt), ff9d00
2637.364, -1271.594, 60.305, 0xD3422DBF (amv_zone_38.ymt), ff9d00
2649.684, -1261.815, 59.75475, 0xD3422DBF (amv_zone_38.ymt), ff9d00
2660.894, -1261.716, 58.30475, 0xD3422DBF (amv_zone_38.ymt), ff9d00
2627.69, -1275.262, 60.305, 0xD3422DBF (amv_zone_38.ymt), ff9d00
2624.868, -1264.879, 60.30475, 0xD3422DBF (amv_zone_38.ymt), ff9d00
2657.371, -1278.437, 58.1957, amv_std_com_03 (amv_zone_38.ymt), ff9d00
2640.536, -1284.631, 60.1957, amv_std_com_03 (amv_zone_38.ymt), ff9d00
2636.779, -1299.348, 60.1957, amv_std_com_03 (amv_zone_38.ymt), ff9d00
2651.079, -1307.713, 58.4457, amv_std_com_03 (amv_zone_38.ymt), ff9d00
2654.307, -1311.429, 52.4457, amv_std_com_03 (amv_zone_38.ymt), ff9d00
2654.957, -1293.078, 57.4457, amv_std_com_03 (amv_zone_38.ymt), ff9d00
2657.734, -1294.596, 57.6957, amv_std_com_03 (amv_zone_38.ymt), ff9d00
2645.24, -1302.313, 53.18938, amv_std_bank (amv_zone_38.ymt), ff9d00
2651.955, -1292.61, 53.74362, amv_std_bank (amv_zone_38.ymt), ff9d00
2639.928, -1293.537, 53.24147, amv_std_bank (amv_zone_38.ymt), ff9d00
2647.815, -1286.983, 54.05027, amv_std_bank (amv_zone_38.ymt), ff9d00
2647.853, -1289.802, 53.24147, amv_std_bank (amv_zone_38.ymt), ff9d00
2640.368, -1289.524, 53.43678, amv_std_bank (amv_zone_38.ymt), ff9d00
2644.536, -1287.58, 53.43678, amv_std_bank (amv_zone_38.ymt), ff9d00
2643.515, -1290.923, 53.94467, amv_std_bank (amv_zone_38.ymt), ff9d00
2640.67, -1286.109, 52.98965, 0x66884588 (door) (amv_zone_38.ymt), ff9d00
2638.489, -1299.524, 52.98965, 0x66884588 (door) (amv_zone_38.ymt), ff9d00
2647.473, -1300.735, 52.57569, amv_doors (amv_zone_38.ymt), ff9d00
2689.502, -1363.966, 48.31392, amv_doors (amv_zone_39.ymt), ff9d00
2686.294, -1360.139, 48.31378, 0x66884588 (door) (amv_zone_39.ymt), ff9d00
2685.459, -1359.144, 48.31376, 0x66884588 (door) (amv_zone_39.ymt), ff9d00
2689.319, -1359.981, 49.81153, amv_std_magiclantern_int (amv_zone_39.ymt), ff9d00
2696.999, -1353.591, 51.81153, amv_std_magiclantern_int (amv_zone_39.ymt), ff9d00
2691.203, -1358.451, 48.60889, amv_std_magiclantern_int (amv_zone_39.ymt), ff9d00
2689.973, -1357.195, 50.96166, amv_std_magiclantern_int (amv_zone_39.ymt), ff9d00
2700.276, -1358.499, 54.43523, amv_std_com_05 (amv_zone_39.ymt), ff9d00
2711.723, -1344.488, 54.93523, amv_std_com_05 (amv_zone_39.ymt), ff9d00
2685.595, -1363.322, 55.93523, amv_std_com_05 (amv_zone_39.ymt), ff9d00
2676.672, -1355.798, 61.43523, amv_std_com_05 (amv_zone_39.ymt), ff9d00
2670.63, -1343.735, 49.81023, amv_std_com_05 (amv_zone_39.ymt), ff9d00
2669.553, -1323.588, 58.93523, amv_std_com_05 (amv_zone_39.ymt), ff9d00
2685.906, -1313.13, 53.93523, amv_std_com_05 (amv_zone_39.ymt), ff9d00
2692.999, -1314.829, 53.93523, amv_std_com_05 (amv_zone_39.ymt), ff9d00
2697.42, -1329.028, 54.43523, amv_std_com_05 (amv_zone_39.ymt), ff9d00
2706.446, -1338.424, 48.56023, amv_std_com_05 (amv_zone_39.ymt), ff9d00
2682.493, -1339.981, 49.56023, amv_std_com_05 (amv_zone_39.ymt), ff9d00
2669.33, -1347.436, 56.43523, amv_std_com_05 (amv_zone_39.ymt), ff9d00
2694.257, -1313.714, 53.29079, amv_std_com_07 (amv_zone_39.ymt), ff9d00
2700.118, -1318.916, 52.79079, amv_std_com_07 (amv_zone_39.ymt), ff9d00
2712.278, -1319.888, 52.79079, amv_std_com_07 (amv_zone_39.ymt), ff9d00
2718.348, -1316.387, 55.29079, amv_std_com_07 (amv_zone_39.ymt), ff9d00
2721.042, -1314.48, 49.16579, amv_std_com_07 (amv_zone_39.ymt), ff9d00
2722.695, -1345.288, 47.41579, amv_std_com_07 (amv_zone_39.ymt), ff9d00
2688.807, -1360.395, 55.36634, amv_std_magiclantern_int (amv_zone_39.ymt), ff9d00
2693.626, -1361.119, 50.30095, amv_std_magiclantern_int (amv_zone_39.ymt), ff9d00
2693.42, -1359.771, 49.76134, amv_std_magiclantern_int (amv_zone_39.ymt), ff9d00
2685.94, -1359.717, 48.31384, 0x66884588 (door) (amv_zone_39.ymt), ff9d00
2689.145, -1363.538, 48.31395, amv_doors (amv_zone_39.ymt), ff9d00
-818.8619, -1372.113, 44.12975, 0x66884588 (door) (amv_zone_4.ymt), ff9d00
-823.4158, -1364.858, 43.85056, 0x66884588 (door) (amv_zone_4.ymt), ff9d00
-810.2606, -1367.244, 43.85056, 0x66884588 (door) (amv_zone_4.ymt), ff9d00
-786.0544, -1362.317, 44.24527, amv_blackwater4 (amv_zone_4.ymt), ff9d00
-786.0552, -1362.999, 44.24526, amv_blackwater4 (amv_zone_4.ymt), ff9d00
-810.2606, -1366.739, 43.85057, 0x66884588 (door) (amv_zone_4.ymt), ff9d00
-810.3424, -1327.604, 43.77594, amv_doors (amv_zone_4.ymt), ff9d00
-767.6569, -1366.294, 43.71451, 0x66884588 (door) (amv_zone_4.ymt), ff9d00
-791.0091, -1359.081, 43.92469, 0x66884588 (door) (amv_zone_4.ymt), ff9d00
-791.0091, -1366.183, 43.92469, 0x66884588 (door) (amv_zone_4.ymt), ff9d00
-819.2671, -1353.196, 46.98693, amv_blackwater2 (amv_zone_4.ymt), ff9d00
-834.3921, -1370.321, 46.73693, amv_blackwater2 (amv_zone_4.ymt), ff9d00
-823.3921, -1357.321, 48.23693, amv_blackwater2 (amv_zone_4.ymt), ff9d00
-824.6421, -1366.196, 48.23693, amv_blackwater2 (amv_zone_4.ymt), ff9d00
-812.2671, -1353.488, 46.48693, amv_blackwater2 (amv_zone_4.ymt), ff9d00
-808.7171, -1366.071, 49.23693, amv_blackwater2 (amv_zone_4.ymt), ff9d00
-815.7671, -1361.488, 46.73693, amv_blackwater2 (amv_zone_4.ymt), ff9d00
-806.5171, -1347.571, 48.98693, amv_blackwater2 (amv_zone_4.ymt), ff9d00
-815.7671, -1370.738, 47.73693, amv_blackwater2 (amv_zone_4.ymt), ff9d00
-821.7171, -1374.071, 48.23693, amv_blackwater2 (amv_zone_4.ymt), ff9d00
-825.6421, -1348.946, 47.23693, amv_blackwater2 (amv_zone_4.ymt), ff9d00
-816.7671, -1343.071, 48.98693, amv_blackwater2 (amv_zone_4.ymt), ff9d00
