x, y, z, filename.yas (path), marker
-1.47, 75.3, 6.350708, script@ambient@animal@seagull_catch_fish@action.yas (anim_0), 4cc922
-1.47, 75.3, 6.350718, mech_skin@coyote_pickup_body.yas (anim_0), 4cc922
-1.47, 75.3, 6.350859, script@beat@town@darkalleybum@desperategive.yas (anim_0), 4cc922
-1.47, 75.3, 6.350965, mech_skin@duck_stow_horse_body_lt.yas (anim_0), 4cc922
-1.47, 75.3, 6.350965, mech_skin@duck_stow_horse_body_rt.yas (anim_0), 4cc922
-1.47, 75.3, 6.360858, script@beat@wilderness@voice@interaction.yas (anim_0), 4cc922
-1.47, 75.3, 6.380697, script@ambient@animal@wolves_playing_together@wolf_small@action.yas (anim_0), 4cc922
-1.47, 75.3, 6.640248, mech_skin@heron_skin.yas (anim_0), c92222
-1.47, 75.3, 6.640248, mp_mech_skin@female@heron_skin.yas (patchpack002), c92222
-1.47, 75.3, 6.850861, script@mini_game@blackjack@outcome_seat_02.yas (anim_0), 4cc922
-1.47, 75.3, 6.850861, script@mini_game@blackjack@outcome_seat_03.yas (anim_0), 4cc922
-1.47, 75.3, 6.850861, script@mini_game@blackjack@outcome_seat_04.yas (anim_0), 4cc922
-1.47, 75.3, 6.850861, script@mini_game@blackjack@prepostgame_outcome_seat_02.yas (anim_0), 4cc922
-1.47, 75.3, 6.850861, script@mini_game@blackjack@prepostgame_outcome_seat_03.yas (anim_0), 4cc922
-1.47, 75.3, 6.850861, script@mini_game@blackjack@prepostgame_outcome_seat_04.yas (anim_0), 4cc922
-1.47, 75.3, 7.385, script@mini_game@blackjack@prepostgame_player_02.yas (anim_0), 4cc922
-1.47, 75.3, 7.27087, script@beat@wilderness@approach@leaning.yas (anim_0), 4cc922
-1.47, 75.3, 7.35083, mech_skin@crane_whooping_field_dress.yas (anim_0), 4cc922
-1.47, 75.3, 7.35083, mech_skin@eagle_field_dress.yas (anim_0), 4cc922
-1.47, 75.3, 7.35083, mech_skin@hawk_field_dress.yas (anim_0), 4cc922
-1.47, 75.3, 7.35086, script@mini_game@poker@interrupt_exits.yas (anim_0), 4cc922
-1.47, 75.3, 7.340965, mech_skin@cormorant_skin.yas (anim_0), 4cc922
-1.47, 75.3, 7.340965, mech_skin@parrot_skin.yas (anim_0), 4cc922
-1.47, 75.3, 7.340965, mech_skin@raven_skin.yas (anim_0), 4cc922
-1.47, 75.3, 7.340965, mech_skin@red_footed_booby_skin.yas (anim_0), 4cc922
-1.47, 75.3, 7.340965, mech_skin@turkey_02_skin.yas (anim_0), 4cc922
-1.47, 75.3, 7.340965, mp_mech_skin@female@cormorant_skin.yas (patchpack002), 4cc922
-1.47, 75.3, 7.340965, mp_mech_skin@female@parrot_skin.yas (patchpack002), 4cc922
-1.47, 75.3, 7.340965, mp_mech_skin@female@raven_skin.yas (patchpack002), 4cc922
-1.47, 75.3, 7.340965, mp_mech_skin@female@red_footed_booby_skin.yas (patchpack002), 4cc922
-1.47, 75.3, 7.340965, mp_mech_skin@female@turkey_02_skin.yas (patchpack002), 4cc922
-1.47, 75.3, 7.350696, scenario@animals@world_animal_heron_catch_fish@wander.yas (anim_0), c92222
-1.47, 75.3, 7.350697, script@ambient@animal@wolves_playing_together_b@wolf_small@action.yas (anim_0), 4cc922
-1.47, 75.3, 7.350697, script@ambient@town@wagon@sack@load@left01.yas (PS4), 4cc922
-1.47, 75.3, 7.350697, script@ambient@town@wagon@sack@load@right01.yas (PS4), 4cc922
-1.47, 75.3, 7.350697, script@ambient@town@wagon@sack@unload@left01.yas (PS4), 4cc922
-1.47, 75.3, 7.350697, script@ambient@town@wall_vomit@male01.yas (anim_0), 4cc922
-1.47, 75.3, 7.350703, mech_skin@snapping_turtle_skin.yas (anim_0), 4cc922
-1.47, 75.3, 7.350703, mp_mech_skin@female@snapping_turtle_skin.yas (patchpack002), 4cc922
-1.47, 75.3, 7.350705, script@beat@town@publichanging@crowds@decapitate@groupa.yas (anim_0), 4cc922
-1.47, 75.3, 7.350705, script@beat@town@publichanging@crowds@decapitate@groupb.yas (anim_0), 4cc922
-1.47, 75.3, 7.350705, script@beat@town@publichanging@crowds@decapitate@groupc.yas (anim_0), 4cc922
-1.47, 75.3, 7.350705, script@beat@town@publichanging@crowds@decapitate@groupd.yas (anim_0), 4cc922
-1.47, 75.3, 7.350705, script@beat@town@publichanging@crowds@decapitate@groupe.yas (anim_0), 4cc922
-1.47, 75.3, 7.350705, script@beat@town@publichanging@crowds@decapitate@groupf.yas (anim_0), 4cc922
-1.47, 75.3, 7.350705, script@beat@town@publichanging@crowds@generic@groupc.yas (anim_0), 4cc922
-1.47, 75.3, 7.350705, script@mech@stow_saddle_fallback.yas (anim_0), 4cc922
-1.47, 75.3, 7.350706, plant_picking@tobacco.yas (anim_0), 4cc922
-1.47, 75.3, 7.350707, script@beat@wilderness@possebounty@present.yas (anim_0), 4cc922
-1.47, 75.3, 7.350709, script@mech@dismantle_weapons.yas (anim_0), 4cc922
-1.47, 75.3, 7.350711, script@ambient@generic@wipe_brow@male01.yas (PS4), 4cc922
-1.47, 75.3, 7.350711, script@ambient@generic@wipe_brow@male02.yas (PS4), 4cc922
-1.47, 75.3, 7.350712, 0x96B2BFD8.yas (PS4), 4cc922
-1.47, 75.3, 7.350712, script@ambient@town@wagon@lumber@throw@loadped01.yas (PS4), 4cc922
-1.47, 75.3, 7.350712, script@ambient@town@wagon@lumber@throw@unloadped01.yas (PS4), 4cc922
-1.47, 75.3, 7.350821, scenario@randomevent@murder_camp@chest_note@enter_n.yas (anim_0), 4cc922
-1.47, 75.3, 7.350824, scenario@randomevent@murder_camp@burn_note@base.yas (anim_0), 9D00FF
-1.47, 75.3, 7.350827, scenario@randomevent@murder_camp@burn_note@enter_l.yas (anim_0), 9D00FF
-1.47, 75.3, 7.350831, script@common@code_fallbacks@fish_bag@pickup.yas (anim_0), 4cc922
-1.47, 75.3, 7.350832, scenario@randomevent@murder_camp@mouth_note@enter_n.yas (anim_0), 4cc922
-1.47, 75.3, 7.350841, scenario@mech@player_fast_travel@base.yas (anim_0), 4cc922
-1.47, 75.3, 7.350841, scenario@mech@player_fast_travel@idle_a.yas (anim_0), 4cc922
-1.47, 75.3, 7.350841, scenario@mech@player_fast_travel@idle_b.yas (anim_0), 4cc922
-1.47, 75.3, 7.350843, mech_skin@buffalo_pickup_skin.yas (anim_0), 4cc922
-1.47, 75.3, 7.350858, mech_skin@california_condor_interact.yas (anim_0), 4cc922
-1.47, 75.3, 7.350858, mech_skin@chicken_interact.yas (anim_0), 4cc922
-1.47, 75.3, 7.350858, mech_skin@cormorant_interact.yas (anim_0), 4cc922
-1.47, 75.3, 7.350858, mech_skin@duck_interact.yas (anim_0), 4cc922
-1.47, 75.3, 7.350858, mech_skin@duckmallard_interact.yas (anim_0), 4cc922
-1.47, 75.3, 7.350858, mech_skin@eagle_interact.yas (anim_0), 4cc922
-1.47, 75.3, 7.350858, mech_skin@egret_interact.yas (anim_0), 4cc922
-1.47, 75.3, 7.350858, mech_skin@gila_interact.yas (anim_0), 4cc922
-1.47, 75.3, 7.350858, mech_skin@goose_interact.yas (anim_0), 4cc922
-1.47, 75.3, 7.350858, mech_skin@hawk_interact.yas (anim_0), 4cc922
-1.47, 75.3, 7.350858, mech_skin@heron_interact.yas (anim_0), 4cc922
-1.47, 75.3, 7.350858, mech_skin@iguana_interact.yas (anim_0), 4cc922
-1.47, 75.3, 7.350858, mech_skin@loon_interact.yas (anim_0), 4cc922
-1.47, 75.3, 7.350858, mech_skin@owl_interact.yas (anim_0), 4cc922
-1.47, 75.3, 7.350858, mech_skin@parrot_interact.yas (anim_0), 4cc922
-1.47, 75.3, 7.350858, mech_skin@pelican_interact.yas (anim_0), 4cc922
-1.47, 75.3, 7.350858, mech_skin@pheasant_interact.yas (anim_0), 4cc922
-1.47, 75.3, 7.350858, mech_skin@prairie_chicken_interact.yas (anim_0), 4cc922
-1.47, 75.3, 7.350858, mech_skin@quail_interact.yas (anim_0), 9D00FF
-1.47, 75.3, 7.350858, mech_skin@raven_interact.yas (anim_0), 4cc922
-1.47, 75.3, 7.350858, mech_skin@red_footed_booby_interact.yas (anim_0), 4cc922
-1.47, 75.3, 7.350858, mech_skin@rooster_interact.yas (anim_0), 4cc922
-1.47, 75.3, 7.350858, mech_skin@roseate_spoonbill_interact.yas (anim_0), 4cc922
-1.47, 75.3, 7.350858, mech_skin@seagull_interact.yas (anim_0), 4cc922
-1.47, 75.3, 7.350858, mech_skin@snake_interact.yas (anim_0), 4cc922
-1.47, 75.3, 7.350858, mech_skin@turkey_02_interact.yas (anim_0), 4cc922
-1.47, 75.3, 7.350858, mech_skin@turkey_interact.yas (anim_0), 4cc922
-1.47, 75.3, 7.350858, mech_skin@turkeywild_interact.yas (anim_0), 4cc922
-1.47, 75.3, 7.350858, mech_skin@vulture_interact.yas (anim_0), 4cc922
-1.47, 75.3, 7.350858, scenario@amb_work@prop_human_wood_chop@player_exits@stand_exits.yas (anim_0), 4cc922
-1.47, 75.3, 7.350859, script@proc@bridgerobberies@bridgetraphorseidle.yas (anim_0), 9D00FF
-1.47, 75.3, 7.350861, mech_skin@snake_red_boa_skin.yas (anim_0), 4cc922
-1.47, 75.3, 7.350861, mech_skin@snake_skin.yas (anim_0), 4cc922
-1.47, 75.3, 7.350861, mp_mech_skin@female@snake_skin.yas (patchpack002), 4cc922
-1.47, 75.3, 7.350867, script@mp@trans@reverseanglecam_m.yas (mp005), 4cc922
-1.47, 75.3, 7.350868, script@beat@wilderness@bloated_corpse@main.yas (PS4), 4cc922
-1.47, 75.3, 7.350871, 0x888D0683.yas (patchpack002), 4cc922
-1.47, 75.3, 7.350871, script@mp@common@teamhitinteract@backhand_slap.yas (patchpack002), 4cc922
-1.47, 75.3, 7.350871, script@mp@common@teamhitinteract@nutpunch.yas (patchpack002), 4cc922
-1.47, 75.3, 7.350871, script@mp@common@teamhitinteract@openhand_slap.yas (patchpack002), 4cc922
-1.47, 75.3, 7.350872, script@mini_game@blackjack@outcome_seat_01.yas (anim_0), 4cc922
-1.47, 75.3, 7.350872, script@mini_game@blackjack@prepostgame_outcome_seat_01.yas (anim_0), 4cc922
-1.47, 75.3, 7.350874, 0xA6CB96FC.yas (patchpack002), 4cc922
-1.47, 75.3, 7.350874, script@mini_game@blackjack@deal.yas (anim_0), 4cc922
-1.47, 75.3, 7.350874, script@mini_game@blackjack@deal_end_in_self.yas (anim_0), 4cc922
-1.47, 75.3, 7.350874, script@mini_game@blackjack@hit_seat_01.yas (anim_0), 4cc922
-1.47, 75.3, 7.350874, script@mini_game@blackjack@hit_seat_02.yas (anim_0), 4cc922
-1.47, 75.3, 7.350874, script@mini_game@blackjack@hit_seat_03.yas (anim_0), 4cc922
-1.47, 75.3, 7.350874, script@mini_game@blackjack@hit_seat_04.yas (anim_0), 4cc922
-1.47, 75.3, 7.350874, script@mini_game@blackjack@hit_self.yas (anim_0), 4cc922
-1.47, 75.3, 7.350874, script@mini_game@blackjack@insurance.yas (anim_0), 4cc922
-1.47, 75.3, 7.350874, script@mini_game@blackjack@pay_original_bets.yas (anim_0), 4cc922
-1.47, 75.3, 7.350874, script@mini_game@blackjack@prepostgame_deal.yas (anim_0), 4cc922
-1.47, 75.3, 7.350874, script@mini_game@blackjack@prepostgame_hit_seat_01.yas (anim_0), 4cc922
-1.47, 75.3, 7.350874, script@mini_game@blackjack@prepostgame_hit_seat_02.yas (anim_0), 4cc922
-1.47, 75.3, 7.350874, script@mini_game@blackjack@prepostgame_hit_seat_03.yas (anim_0), 4cc922
-1.47, 75.3, 7.350874, script@mini_game@blackjack@prepostgame_hit_seat_04.yas (anim_0), 4cc922
-1.47, 75.3, 7.350874, script@mini_game@blackjack@prepostgame_hit_self.yas (anim_0), 4cc922
-1.47, 75.3, 7.350874, script@mini_game@blackjack@prepostgame_pay_original_bets.yas (anim_0), 4cc922
-1.47, 75.3, 7.350874, script@mini_game@blackjack@prepostgame_retrieve_original_bets.yas (anim_0), 4cc922
-1.47, 75.3, 7.350874, script@mini_game@blackjack@retrieve_original_bets.yas (anim_0), 4cc922
-1.47, 75.3, 7.350874, script@mp@common@handovers@give_letter.yas (patchpack002), 4cc922
-1.47, 75.3, 7.350912, mech_skin@eagle_mg.yas (anim_0), 4cc922
-1.47, 75.3, 7.350962, mech_skin@egret_dress_field_mg.yas (anim_0), 4cc922
-1.47, 75.3, 7.350962, mech_skin@egret_skin.yas (anim_0), c92222
-1.47, 75.3, 7.350962, mech_skin@roseate_spoonbill_skin.yas (anim_0), c92222
-1.47, 75.3, 7.350962, mp_mech_skin@female@egret_skin.yas (patchpack002), c92222
-1.47, 75.3, 7.350962, mp_mech_skin@female@roseate_spoonbill_skin.yas (patchpack002), c92222
-1.47, 75.3, 7.350965, 0x6C844A83.yas (anim_0), 4cc922
-1.47, 75.3, 7.350965, 0x364A5B8E.yas (anim_0), 4cc922
-1.47, 75.3, 7.350965, 0xFB46D821.yas (PS4), 4cc922
-1.47, 75.3, 7.350965, mech_skin@deer_dress_field.yas (anim_0), 4cc922
-1.47, 75.3, 7.350965, script@rcm@abi3@ig@ig_1_poorolddutch@ig_1_poorolddutch.yas (anim_0), 4cc922
-1.47, 75.3, 7.351167, 0xA89307FA.yas (anim_0), 4cc922
-1.47, 75.3, 7.351176, 0x9A64EB9E.yas (anim_0), 4cc922
-1.47, 75.3, 7.351395, mech_skin@cranewhooping_interact.yas (anim_0), 4cc922
-1.47, 75.3, 7.351575, scenario@randomevent@murder_camp@burn_note@exit_long.yas (anim_0), 9D00FF
-1.47, 75.3, 7.354199, mech_skin@seagull_skin.yas (anim_0), 4cc922
-1.47, 75.3, 7.354199, mp_mech_skin@female@seagull_skin.yas (patchpack002), 4cc922
-1.47, 75.3, 7.360965, mech_skin@chicken_skin.yas (anim_0), 4cc922
-1.47, 75.3, 7.360965, mech_skin@duck_skin.yas (anim_0), 4cc922
-1.47, 75.3, 7.360965, mech_skin@loon_skin.yas (anim_0), c92222
-1.47, 75.3, 7.360965, mp_mech_skin@female@chicken_skin.yas (patchpack002), 4cc922
-1.47, 75.3, 7.360965, mp_mech_skin@female@duck_skin.yas (patchpack002), 4cc922
-1.47, 75.3, 7.360965, mp_mech_skin@female@loon_skin.yas (patchpack002), c92222
-1.47, 75.3, 7.373901, script@mini_game@blackjack@interrupt_exits.yas (anim_0), 4cc922
-1.47, 75.3, 7.380965, mech_skin@duck_field_dress.yas (anim_0), 4cc922
-1.47, 75.3, 7.848238, 0x97EAB4A9.yas (anim_0), 4cc922
-1.47, 75.3, 7.848238, mech_skin@pelt_l_interact.yas (anim_0), c92222
-1.47, 75.3, 7.848238, mech_skin@pelt_m_interact.yas (anim_0), 4cc922
-1.47, 75.3, 7.848238, mech_skin@pelt_ml_interact.yas (anim_0), c92222
-1.47, 75.3, 7.848238, mech_skin@pelt_ms_interact.yas (anim_0), 4cc922
-1.47, 75.3, 7.848238, mp_mech_skin@female@pelt_l_interact.yas (patchpack002), c92222
-1.47, 75.3, 7.848238, mp_mech_skin@female@pelt_ml_interact.yas (patchpack002), c92222
-1.47, 75.3, 7.848238, script@common@code_fallbacks@dyn_bundle@dyn_bundle_interact.yas (anim_0), 4cc922
-1.47, 75.3, 93.1, script@mp@common@handovers@recieve_bag_normal.yas (patchpack002), c92222
-1.47, 75.3, 93.1, script@mp@common@handovers@recieve_bag_normal_alt.yas (patchpack004), c92222
-1.47, 75.3, 93.3, 0x5DE695B5.yas (patchpack002), 4cc922
-1.47, 75.3, 93.3, script@mp@common@handovers@recieve_letter.yas (patchpack002), 4cc922
-1.47, 75.3, 93.40326, script@mini_game@blackjack@cleanup.yas (anim_0), 4cc922
-1.47, 75.3, 93.40326, script@mini_game@blackjack@prepostgame_cleanup.yas (anim_0), 4cc922
-1.47, 75.3, 93.40451, script@mini_game@blackjack@prepostgame_retrieve_cards.yas (anim_0), 4cc922
-1.47, 75.3, 93.40451, script@mini_game@blackjack@retrieve_cards.yas (anim_0), 4cc922
-1.47, 75.3, 93.90451, script@mp@common@handovers@recieve_bag_holdup.yas (patchpack002), 4cc922
-1.47, 75.3, 126.0673, script@mini_game@poker@take_pot.yas (anim_0), 4cc922
-1.47, 75.29986, 7.351074, scenario@mech@camp_cleanup@coffeeonfire.yas (anim_0), 4cc922
-1.47, 75.29988, 7.350552, 0x393E99F1.yas (anim_0), 9D00FF
-1.47, 75.29991, 7.350497, scenario@mech@player_open_moneybox_table@enter.yas (anim_0), 4cc922
-1.47, 75.29991, 7.350502, scenario@mech@player_open_moneybox_counter@enter.yas (anim_0), 4cc922
-1.47, 75.29993, 7.350684, scenario@amb_work@prop_human_wood_chop@grab_log@trans@player@prechop_05_06_a.yas (anim_0), 4cc922
-1.47, 75.29993, 7.350684, scenario@amb_work@prop_human_wood_chop@grab_log@trans@prechop_05_06_a.yas (anim_0), 4cc922
-1.47, 75.29997, 7.350947, scenario@randomevent@dark_alley_desp@give@base.yas (anim_0), 4cc922
-1.47, 75.30001, 7.362, script@mini_game@blackjack@prepostgame_player.yas (anim_0), 4cc922
-1.47, 75.299904, 7.350506, scenario@mech@player_open_moneybox_table@base.yas (anim_0), 4cc922
-1.47, 87, 6.340859, mech_skin@alligator_s_skin.yas (anim_0), 4cc922
-1.47, 87, 6.340859, mp_mech_skin@female@alligator_s_skin.yas (patchpack002), 4cc922
-1.67, 74.80299, 7.350858, script@mp@trans@reverseanglecam_f.yas (mp005), 4cc922
-1.172, 95.521, 98.2, script@story@mud3@ig@ig23_coach_driver_thanks@ig23_coach_driver_thanks.yas (anim_0), 4cc922
-1.504, 75.241, 8.105, script@mp@trans@reverseanglecam_onhorse_f.yas (mp006), 4cc922
-1.696, 84.205, 6.451, script@ambient@shop@catalog_shopkeeper.yas (anim_0), 4cc922
-1.4701, 75.2997, 7.350721, scenario@mech@player_shaving@base_indoor.yas (anim_0), 4cc922
-1.4701, 75.29976, 7.350865, scenario@proc@catfish@player_reads_letter@enter.yas (anim_0), 4cc922
-1.4701, 75.29976, 7.350866, 0x8FE2211E.yas (anim_0), 4cc922
-1.4701, 75.29976, 7.350866, 0x3686D911.yas (anim_0), 4cc922
-1.4701, 75.29976, 7.350866, 0xCB140229.yas (anim_0), 4cc922
-1.4701, 75.29976, 7.350866, 0xD8DE3319.yas (anim_0), 4cc922
-1.9952, 72.22415, 7.830577, script@beat@town@peepingtom@preenwindowpeek.yas (anim_0), 4cc922
-1.020104, 73.958, 7.35078, scenario@mech@prop_player_camp_cash_box@enter_l.yas (anim_0), c92222
-1.020104, 73.958, 7.35078, scenario@mech@prop_player_camp_cash_box@enter_r.yas (anim_0), 4cc922
-1.20795, 80.28214, 7.361596, mp_mini_game@fishing@female@shore_unhook_sml.yas (mp003), c92222
-1.20795, 80.28214, 7.361596, script@mini_game@fishing@shore_unhook_arm.yas (anim_0), c92222
-1.20795, 80.28214, 7.361596, script@mini_game@fishing@shore_unhook_sml.yas (anim_0), c92222
-1.28125, 48.4375, 95.28683, script@mech@crafting_fallbacks@craft_throwingknives_improved.yas (anim_0), c92222
-1.28125, 48.4375, 95.28683, script@mech@crafting_fallbacks@craft_throwingknives_improved_f.yas (patchpack002), c92222
-1.28894, 72.52763, 7.350817, scenario@randomevent@murder_camp@chest_note@base.yas (anim_0), 4cc922
-1.28894, 72.52763, 7.350817, scenario@randomevent@murder_camp@chest_note@enter_l.yas (anim_0), 4cc922
-1.28894, 72.52763, 7.350817, scenario@randomevent@murder_camp@chest_note@enter_r.yas (anim_0), 4cc922
-1.28894, 72.52763, 7.350817, scenario@randomevent@murder_camp@chest_note@exit.yas (anim_0), 4cc922
-1.045126, 75.79834, 6.350708, scenario@amb_work@prop_human_wood_chop@pre_chop@trans@postchop_05_06_a.yas (anim_0), 4cc922
-1.47005, 75.29981, 7.350827, script@mini_game@poker@poker.yas (anim_0), 4cc922
-1.47005, 75.29982, 6.355, 0x5674F39C.yas (anim_0), 4cc922
-1.47005, 75.29982, 6.340696, 0x83CB50B9.yas (anim_0), 4cc922
-1.47005, 75.29982, 6.340696, 0x700C627C.yas (anim_0), 4cc922
-1.47005, 75.29982, 6.340696, 0xC2446FE8.yas (anim_0), 4cc922
-1.47005, 75.29982, 7.350691, scenario@mech@player_open_moneybox_table@enter_l.yas (anim_0), 4cc922
-1.47005, 75.29982, 7.350692, 0x10E56054.yas (anim_0), 4cc922
-1.47005, 75.29982, 7.350698, 0xC3D781C7.yas (anim_0), 4cc922
-1.47005, 75.299774, 7.35094, script@vehicle@gatling@die_left.yas (anim_0), 9D00FF
-1.47005, 75.299774, 7.35094, script@vehicle@gatling@die_right.yas (anim_0), 9D00FF
-1.082292, 71.8002, 8.082773, 0xE17893E.yas (anim_0), 4cc922
-1.092288, 71.03438, 8.350525, scenario@mech@camp_setup@on_foot.yas (anim_0), c92222
-1.092292, 71.034386, 7.350525, scenario@mech@camp_setup@dismount.yas (anim_0), 4cc922
-1.108229, 71.4907, 7.35082, scenario@randomevent@murder_camp@mouth_note@base.yas (anim_0), 4cc922
-1.162794, 75.9814, 7.35094, script@hideout@shadybelle@greetchairvar02.yas (anim_0), 4cc922
-1.238281, 95.7316, 7.350698, script@ambient@generic@wagon_sack_in_out@male_a@action.yas (PS4), 4cc922
-1.259442, 80.23834, 7.351042, 0xA990890D.yas (anim_0), 4cc922
-1.310187, 81.35236, 7.350857, script@story@mob4@ig@ig_11@ig11_bull_gator_attack.yas (anim_0), 4cc922
-1.323688, 75.120415, 6.350708, scenario@amb_work@prop_human_wood_chop@sequence@pl.yas (anim_0), 4cc922
-1.399704, 75.342865, 7.350819, scenario@mech@player_fast_travel@exit.yas (anim_0), 4cc922
-1.399956, 74.539474, 8.179941, 0xABDB0F6E.yas (anim_0), 4cc922
-1.408323, 74.283775, 7.250502, 0xC3E1D4E8.yas (anim_0), 4cc922
-1.413805, 75.27976, 6.350708, scenario@amb_work@prop_human_wood_chop@pre_chop@trans@postchop_03_04_a.yas (anim_0), 4cc922
-1.419873, 76.06634, 7.350697, script@ambient@animal@eagle_catch_fish@action.yas (anim_0), 4cc922
-1.436352, 74.792015, 7.300502, scenario@mech@player_open_moneybox_counter@base.yas (anim_0), 4cc922
-1.450157, 80.38736, 7.350965, script@common@code_fallbacks@dead_ped@pickup_from_mount_left.yas (anim_0), 4cc922
-1.450157, 80.38736, 7.350965, script@common@code_fallbacks@dead_ped@pickup_from_mount_right.yas (anim_0), 4cc922
-1.450157, 80.38736, 7.350965, script@common@code_fallbacks@dead_ped@pickup_from_mount_seamless_fallback.yas (anim_0), 4cc922
-1.450157, 80.38736, 7.350965, script@common@code_fallbacks@dead_ped@place_onto_mount_left.yas (anim_0), 4cc922
-1.450157, 80.38736, 7.350965, script@common@code_fallbacks@dead_ped@place_onto_mount_right.yas (anim_0), 4cc922
-1.455387, 75.332115, 7.351042, 0xB758DE72.yas (anim_0), 4cc922
-1.466045, 75.29177, 6.340965, mech_skin@egret_pickup_body.yas (anim_0), 4cc922
-1.468711, 83.425095, 6.451385, script@beat@animal@bear_scratch_back_on_tree@action.yas (anim_0), 4cc922
-1.469993, 74.79989, 7.351025, 0x545F657D.yas (anim_0), 4cc922
-1.469993, 74.79989, 7.351025, scenario@mech@camp_cleanup@kickfire.yas (anim_0), 4cc922
-1.469993, 74.79989, 7.351025, scenario@mech@camp_cleanup@kickfire_short.yas (anim_0), 4cc922
-1.469993, 74.79989, 7.351025, script@fast_travel@camp@journal_exit.yas (anim_0), 4cc922
-1.469999, 75.3, 6.345835, 0x2C5B9B3D.yas (anim_0), 4cc922
-1.469999, 75.3, 6.345835, 0x991782DA.yas (anim_0), 4cc922
-1.469999, 75.3, 6.345835, 0xFCA93F8E.yas (anim_0), 4cc922
-1.469999, 75.3, 7.35082, scenario@randomevent@moonshine@addplantsplayer@base.yas (anim_0), 4cc922
-1.469999, 75.3, 7.35082, scenario@randomevent@moonshine@addplantsplayer@enter.yas (anim_0), 4cc922
-1.469999, 75.3, 7.350705, mech_skin@deer.yas (anim_0), 4cc922
-1.469999, 75.3, 7.350818, scenario@randomevent@murder_camp@chest_note@enter.yas (anim_0), 4cc922
-1.469999, 75.3, 7.350835, 0x8CE04D08.yas (anim_0), 4cc922
-1.469999, 75.3, 7.350835, 0xA94D7878.yas (anim_0), 4cc922
-1.469999, 75.3, 7.350835, 0xC38E3B3.yas (anim_0), 4cc922
-1.469999, 75.29997, 7.350949, scenario@randomevent@dark_alley_drunk@steal@enter.yas (anim_0), 4cc922
-1.470001, 75.300095, 7.350965, scenario@randomevent@grave_robbers@playerloot.yas (anim_0), 4cc922
-1.470001, 76.38529, 7.350938, 0x5D02EA34.yas (anim_0), 9D00FF
-1.470001, 76.38534, 7.350779, scenario@randomevent@frozen_to_death@base.yas (anim_0), 4cc922
-1.470034, 75.29986, 7.350597, script@proc@shoprobberies@rhodesgun@trap_door_enter.yas (anim_0), 4cc922
-1.470098, 75.29966, 7.350891, 0xAA788818.yas (anim_0), 9D00FF
-1.470098, 75.29966, 7.350891, 0xB17A9DF2.yas (anim_0), 9D00FF
-1.470099, 74.87949, 7.351072, scenario@proc@catfish@son_cower_bed@base.yas (anim_0), 4cc922
-1.470099, 75.2997, 7.350882, 0x3FE84713.yas (anim_0), 4cc922
-1.470099, 75.2997, 7.350882, 0x76D95E58.yas (anim_0), 4cc922
-1.470099, 75.2997, 7.350882, 0x80ED7280.yas (anim_0), 4cc922
-1.470099, 75.2997, 7.350882, 0x887A5842.yas (anim_0), 4cc922
-1.470099, 75.2997, 7.350882, 0xA8CB994C.yas (anim_0), 4cc922
-1.470099, 75.2997, 7.350882, 0xAA0CC4BA.yas (anim_0), 4cc922
-1.470099, 75.2997, 7.350882, 0xAAEDC698.yas (anim_0), 4cc922
-1.470099, 75.2997, 7.350882, 0xF4E5310E.yas (anim_0), 4cc922
-1.470099, 75.29967, 7.350739, scenario@proc@catfish@son_cower_bed@enter.yas (anim_0), 4cc922
-1.470099, 75.29967, 7.350891, 0x3A23CEE0.yas (anim_0), 9D00FF
-1.470099, 75.29967, 7.350891, 0x3568133F.yas (anim_0), 9D00FF
-1.470099, 75.29967, 7.350891, script@proc@homerobberies@lonnie@wallstash.yas (anim_0), 4cc922
-1.470099, 75.29968, 7.350884, 0x65F7975C.yas (anim_0), 9D00FF
-1.470099, 75.049736, 7.350931, 0x901AEC1A.yas (anim_0), 9D00FF
-1.470108, 75.29958, 7.350858, scenario@randomevent@wash_ashore@actionl.yas (anim_0), 4cc922
-1.470108, 75.29958, 7.350858, scenario@randomevent@wash_ashore@actionr.yas (anim_0), 4cc922
-1.470149, 75.54907, 7.35094, scenario@townsecrets@submergedartifact@base.yas (anim_0), 4cc922
-1.470149, 75.299324, 7.346544, 0x7E994FB9.yas (anim_0), 4cc922
-1.470149, 75.299324, 7.346544, 0x361A0D14.yas (anim_0), 4cc922
-1.470149, 75.299324, 7.346544, 0x4464A9A9.yas (anim_0), 4cc922
-1.470149, 75.299324, 7.346544, 0xC9DBA14.yas (anim_0), 4cc922
-1.470149, 75.299324, 7.346544, 0xD1EE44B6.yas (anim_0), 4cc922
-1.470149, 75.299515, 7.35094, scenario@townsecrets@submergedartifact@enter.yas (anim_0), 4cc922
-1.470629, 75.48148, 6.350697, scenario@amb_work@prop_human_wood_chop@grab_log_far@react_look@pl.yas (anim_0), 4cc922
-1.477082, 78.86575, 7.350965, mech_skin@deer_stow_horse_skin_lt.yas (anim_0), 4cc922
-1.504093, 75.24112, 8.105068, script@mp@trans@reverseanglecam_onhorse_m.yas (mp006), 4cc922
-1.509375, 73.52869, 7.346484, script@proc@shoprobberies@rhodesgun@trap_door_base.yas (anim_0), 4cc922
-1.509375, 73.52869, 7.346484, script@proc@shoprobberies@rhodesgun@trapdoor_mth.yas (anim_0), 4cc922
